6788;124.5;130;;;254.5;20.6;603
6392;135;116.5;;;251.5;23.13;603
6973;135;115.5;;;250.5;23.99;603
7835;130.5;116;;;246.5;27.48;603
7049;126.5;117.5;;;244;29.72;603
7210;128;113.5;;;241.5;32.01;603
6258;125;115;;;240;33.41;603
7588;123.5;115;;;238.5;34.82;603
5517;106;131;;;237;36.25;603
6951;122;115;;;237;36.25;603
8009;113;123;;;236;37.22;603
6151;106;129.5;;;235.5;37.7;603
5585;105;128;;;233;40.16;603
6715;106.5;124.5;;;231;42.17;603
5939;117.5;110;;;227.5;45.76;603
7450;119;108;;;227;46.28;603
7590;113;112;;;225;48.4;603
6760;109;115.5;;;224.5;48.93;603
7904;107;114;;;221;52.74;603
6702;106;114;;;220;53.85;603
6292;114.5;104;;;218.5;55.53;603
7589;119.5;99;;;218.5;55.53;603
7230;121;96.5;;;217.5;56.66;603
7318;117;92.5;;;209.5;66.14;603
7521;110;99;;;209;66.75;603
7229;104.5;100;;;204.5;72.43;603
7333;104;100;;;204;73.08;603
7492;120;74.5;;;194.5;86;603
6085;122;71;;;193;88.15;603
6878;107;50;;;157;152.26;603
6851;103.5;;;;153.5;160.09;603
7289;102.5;;;;152.5;162.4;603
7651;102;;;;152;163.56;603
7337;101;;;;151;165.91;603
7520;97.5;;;;147.5;174.39;603
6997;96.5;;;;146.5;176.89;603
6920;96.5;;;;146.5;176.89;603
7242;95.5;;;;145.5;179.42;603
6525;94.5;;;;144.5;181.98;603
7654;94;;;;144;183.28;603
8037;93.5;;;;143.5;184.59;603
7241;92;;;;142;188.56;603
7320;90.5;;;;140.5;192.61;603
6986;89.5;;;;139.5;195.37;603
8095;87;;;;137;202.42;603
6327;86;;;;136;205.32;603
7836;86;;;;136;205.32;603
6807;86;;;;136;205.32;603
7542;85;;;;135;208.26;603
7524;84.5;;;;134.5;209.74;603
7410;84;;;;134;211.24;603
7535;83.5;;;;133.5;212.75;603
6549;81;;;;131;220.46;603
8310;81;;;;131;220.46;603
8078;81;;;;131;220.46;603
7795;79.5;;;;129.5;225.23;603
8103;77;;;;127;233.43;603
7048;77;;;;127;233.43;603
7799;76;;;;126;236.81;603
7600;74.5;;;;124.5;241.97;603
6805;71.5;;;;121.5;252.67;603
7840;71.5;;;;121.5;252.67;603
7681;70.5;;;;120.5;256.35;603
8290;70.5;;;;120.5;256.35;603
7652;67;;;;117;269.75;603
8138;63;;;;113;286.07;603
7935;60.5;;;;110.5;296.87;603
6950;60;;;;110;299.09;603
7202;59.5;;;;109.5;301.33;603
7050;59;;;;109;303.59;603
7451;58.5;;;;108.5;305.87;603
8286;56.5;;;;106.5;315.21;603
7396;54;;;;104;327.39;603
6492;50.5;;;;100.5;345.46;603
8264;28.5;;;;57;755.16;603
8270;18.5;;;;37;1266.82;603
